3.7835404393,0.3251784181
2.5411881601,1.2038027225
2.4915711199,0.7144992945
2.6886463645,3.1968649574
0.2452247462,2.2338985787
0.0148127153,3.0133525138
2.0328446103,3.128993123
2.2217383155,2.5253023882
0.3662379858,2.9570224649
0.3107083682,0.7132184103
-0.1346993459,1.5279612278
0.8611648983,2.3323717409
0.4716692243,1.3742301232
0.8374269104,0.509813973
2.5233140879,1.584625029
1.7200562218,0.6418047983
1.9217550462,1.7301872648
3.7548310441,0.1501525871
11.5564854743,0.0785061002
10.3058577999,4.3444981888
8.1023322001,8.201494036
5.8602151326,10.4344588156
2.5974282317,11.7913947174
0.3495830451,12.2812769167
-2.0426628659,8.7196125289
-5.8294732533,7.4019937771
-7.0350792249,5.9603623952
-8.5497112419,2.6394295413
-6.5623044585,-3.186521629
-6.9530787337,-5.6618137126
-4.1059438337,-7.821200011
-0.2125770966,-7.9500939025
1.8354599678,-9.0532215197
6.7167899236,-6.2907308695
8.3780468723,-4.4841761151
10.1155965956,-3.1476223766
